;Nom officiel du musée;Commune;Code Postal;Latitude;Longitude
1184;musée archéologique;Reillanne (Vachères);4110.0;43.93598226424194;5.654370035822609
1185;musée gallo-romain Sisteron;Sisteron;4200.0;44.197595;5.944839
1186;musée national Fernand Léger;Biot;6410.0;43.620705;7.112317
1187;musée-château;Cagnes-sur-Mer;6800.0;43.666892;7.145213
1188;musée Fragonard;Grasse;6130.0;43.656739;6.921091
1189;musée international de la parfumerie;Grasse;6130.0;43.658385;6.922
1190;musée Bonnard;Le Cannet;6110.0;43.576273;7.019853
1191;musée départemental des arts asiatiques;Nice;6200.0;43.678077;7.215461
1192;musée national du sport;Nice;6200.0;43.703829;7.191059
1193;musée des merveilles;Tende;6430.0;44.088854;7.593216
1194;musée national de Vallauris (la Guerre et la Paix de Picasso);Vallauris;6220.0;43.579971;7.052887
1195;musée d'art et d'histoire;Villefranche-sur-Mer;6230.0;43.701093;7.311425
1196;muséum d'histoire naturelle;Aix-en-Provence;13090.0;43.533792;5.423327
1197;musée municipal d'arts et traditions populaires;Cassis;13260.0;43.214464;5.540037
1198;musée folklorique du vieux Lambesc;Lambesc;13410.0;43.651927;5.261964
1199;musée d'archéologie méditerranéenne;Marseille;13002.0;43.300172;5.367602
1200;musée d'art contemporain - galeries contemporaines;Marseille;13008.0;43.250815;5.389874
1201;musée des beaux-arts;Marseille;13233.0;43.30471863787663;5.394041457684137
1202;musée des civilisations de l'Europe et de la méditerranée;Marseille;13213.0;43.29690491040561;5.361071769324869
1203;musée d'histoire de Marseille;Marseille;13001.0;43.298168;5.374162
1204;musée Grobet-Labadié;Marseille;13001.0;43.303412;5.392866
1205;musée Suffren et du vieux Saint-Cannat;Saint-Cannat;13760.0;43.621602;5.295178
1206;musée du vieux Saint-Chamas;Saint-Chamas;13250.0;43.554245;5.072251
1207;MHAB, musée d’histoire et d’art de Bormes;Bormes-les-Mimosas;83230.0;43.150793;6.340584
1208;musée des troupes de marine;Fréjus;83608.0;43.47210158572287;6.721402172498896
1209;musée municipal;Hyères;83400.0;43.119997;6.130519
1210;musée Jean Aicard;La Garde;83000.0;43.131242;5.931994
1211;muséum d'histoire naturelle;Toulon;83200.0;43.143305;5.910861
1212;musée Calvet (et musée lapidaire);Avignon;84000.0;43.946985;4.803388
1213;musée Sobirats;Carpentras;84200.0;44.054477;5.046269
1214;synagogue musée juif comtadin;Cavaillon;84300.0;43.836842;5.038553
1215;musée Philippe de Girard;Lourmarin;84160.0;43.76316809302446;5.3636267092803775
1216;musée Schoelcher;Pointe-à-Pitre;97110.0;16.237697;-61.537737
1217;musée des arts et traditions populaires de la Guyane;Cayenne;97300.0;4.94156;-52.32837
1218;muséum d'histoire naturelle;Saint-Denis-de-la-Réunion;97400.0;-20.887712;55.451452
1219;musée de Villèle;Saint-Gilles-les-Hauts;97435.0;-21.055917761556145;55.264409385729984
1220;écomusée de la Martinique;Rivière-Pilote;97211.0;14.463029;-60.909569
1221;MuMa - musée de Mayotte;Mayotte;97615.0;-12.774184;45.282721
