REF DU MUSEE;NOM DU MUSEE;ANNEE;REGION;VILLE;DATE APPELLATION;PAYANT;GRATUIT;TOTAL;NOTE;ID MUSEOFILE;DEPARTEMENT;OBSERVATIONS
7733301;Musée Départemental de Préhistoire d'Île de France;2010;ILE-DE-FRANCE;NEMOURS;01/02/2003;2887;19575;22462;;;SEINE ET MARNE;
9406801;Musée de Saint-Maur - Villa Médicis;2010;ILE-DE-FRANCE;LA VARENNE-SAINT-HILAIRE;11/01/2003;47;9589;9636;;;VAL DE MARNE;
9404601;Musée Fragonard;2010;ILE-DE-FRANCE;MAISONS-ALFORT;05/07/2006;3904;4979;8883;;;VAL DE MARNE;
9408101;MAC VAL, Musée d'Art Contemporain du Val-de-Marne;2010;ILE-DE-FRANCE;VITRY SUR SEINE;01/02/2003;19082;56411;75493;;;VAL DE MARNE;
9535101;Musée Intercommunal d'Histoire et d'Archéologie de Louvres;2010;ILE-DE-FRANCE;ROISSY-EN-FRANCE;01/02/2003;1329;2615;3944;;;VAL D'OISE;
7836101;Musée de l'Hôtel-Dieu;2010;ILE-DE-FRANCE;MANTES-LA-JOLIE;01/02/2003;5766;2181;7947;;;YVELINES;
7851702;Musée Rambolitrain;2010;ILE-DE-FRANCE;RAMBOUILLET;01/02/2003;14596;2016;16612;;;YVELINES;
7864601;Musée Lambinet;2010;ILE-DE-FRANCE;VERSAILLES;01/02/2003;6452;15397;21849;;;YVELINES;
1106901;Musée des Beaux-Arts;2010;LANGUEDOC-ROUSSILLON;CARCASSONNE;01/02/2003;0;50760;50760;;;AUDE;
1119401;Musée Municipal;2010;LANGUEDOC-ROUSSILLON;LASTOURS;01/02/2003;;;;F;;AUDE;
3000701;Musée-Bibliothèque Pierre-André Benoît;2010;LANGUEDOC-ROUSSILLON;ALES;01/02/2003;0;10783;10783;;;GARD;
3000702;Musée du Colombier;2010;LANGUEDOC-ROUSSILLON;ALES;01/02/2003;0;12935;12935;;;GARD;
3018903;Musée Archéologique;2010;LANGUEDOC-ROUSSILLON;NIMES;01/02/2003;0;61816;61816;;;GARD;
3020202;Musée Départemental d'Art Sacré du Gard;2010;LANGUEDOC-ROUSSILLON;PONT-SAINT-ESPRIT;01/02/2003;612;9600;10212;;;GARD;
3025801;Musée de la Maison Romane;2010;LANGUEDOC-ROUSSILLON;SAINT-GILLES-DU-GARD;01/02/2003;0;5818;5818;;;GARD;
3026901;Musée des Vallées Cévenoles;2010;LANGUEDOC-ROUSSILLON;SAINT-JEAN DU GARD;01/02/2003;8243;6467;14710;;;GARD;
3035101;Musée Pierre de Luxembourg;2010;LANGUEDOC-ROUSSILLON;VILLENEUVE-LES-AVIGNON;01/02/2003;3103;3550;6653;;;GARD;
3428401;Musée de Préhistoire Régionale et du Mégalithisme;2010;LANGUEDOC-ROUSSILLON;SAINT-PONS-DE-THOMIERES;01/02/2003;1772;806;2578;;;HERAULT;
4811601;Ecomusée du Mont Lozère;2010;LANGUEDOC-ROUSSILLON;LE PONT DE MONTVERT;01/02/2003;2488;2342;4830;;;LOZERE;
4809501;Musée Ignon Fabre;2010;LANGUEDOC-ROUSSILLON;MENDE;01/02/2003;;;;F;;LOZERE;
8704101;Musée René Baubérot;2010;LIMOUSIN;CHATEAUPONSAC;01/02/2003;2959;520;3479;;;HAUTE VIENNE;
8708502;Musée National Adrien Dubouché;2010;LIMOUSIN;LIMOGES;06/01/2002;10923;8345;19268;;;HAUTE VIENNE;
5427401;Musée de l'Histoire du Fer;2010;LORRAINE;JARVILLE-LA-MALGRANGE;01/02/2003;1784;3533;5317;;;MEURTHE ET MOSELLE;"5427401 ; 5430001"
5430001;Musée du Château de Montaigu;2010;LORRAINE;LANEUVEVILLE-DEVANT-NANCY;01/02/2003;;;;;;MEURTHE ET MOSELLE;"5427401 ; 5430001"
5546701;Musée Départemental Raymond Poincaré;2010;LORRAINE;SAMPIGNY;01/02/2003;285;639;924;;;MEUSE;
5725601;Musée Départemental de la Guerre de 70;2010;LORRAINE;GRAVELOTTE;01/02/2003;;;;F;;MOSELLE;
5754001;Musée Militaire et Erckmann-Chatrian;2010;LORRAINE;PHALSBOURG;01/02/2003;685;9;694;;;MOSELLE;
8838301;Musée Charles de Bruyères;2010;LORRAINE;REMIREMONT;11/08/2002;692;3069;3761;;;VOSGES;
9720903;Muséum d'Histoire Naturelle;2010;MARTINIQUE;FORT-DE-FRANCE TERRE-SAINVILLE;01/02/2003;;;;F;;MARTINIQUE;
9723101;Musée de La Canne;2010;MARTINIQUE;LES TROIS ILETS;01/02/2003;8193;2313;10506;;;MARTINIQUE;
1209601;Musée des Mœurs et Coutumes, Musée du Rouergue;2010;MIDI-PYRENEES;ESPALION;01/02/2003;1582;0;1582;;;AVEYRON;
1220301;Musée Municipal d'archéologie;2010;MIDI-PYRENEES;ROQUEFORT-SUR-SOULZON;01/02/2003;;;;F;;AVEYRON;
3201301;Musée des jacobins;2010;MIDI-PYRENEES;AUCH;01/02/2003;3084;8255;11339;;;GERS;
3155507;Musée des Transports et des Communications;2010;MIDI-PYRENEES;TOULOUSE;01/02/2003;0;684;684;;;HAUTE-GARONNE;
3155505;Musée Georges Labit;2010;MIDI-PYRENEES;TOULOUSE;01/02/2003;7057;14863;21920;;;HAUTE-GARONNE;
6529501;Musée Municipal - Musée Trésor;2010;MIDI-PYRENEES;LUZ-SAINT-SAUVEUR;01/02/2003;0;4500;4500;;;HAUTES-PYRENEES;
4604201;Musée Henri Martin;2010;MIDI-PYRENEES;CAHORS;01/02/2003;2231;7815;10046;;;LOT;
4610201;Musée du Vieux Figeac;2010;MIDI-PYRENEES;FIGEAC;01/02/2003;721;131;852;;;LOT;
4618201;"Musée Archéologique ""Armand-Viré""";2010;MIDI-PYRENEES;LUZECH;01/02/2003;400;627;1027;;;LOT;
4630901;Musée de l'Automate;2010;MIDI-PYRENEES;SOUILLAC;01/02/2003;18684;3856;22540;;;LOT;
8109902;Muséum d'histoire naturelle Philadelphe Thomas;2010;MIDI-PYRENEES;GAILLAC;01/02/2003;730;2842;3572;;;TARN;
8109903;Musée de l'Abbaye Saint-Michel;2010;MIDI-PYRENEES;GAILLAC;01/02/2003;2056;1286;3342;;;TARN;
5912201;Musée Municipal de Cambrai;2010;NORD-PAS-DE-CALAIS;CAMBRAI;01/02/2003;4106;13257;17363;;;NORD;
5912202;Musée Diocésain d'Art Sacré;2010;NORD-PAS-DE-CALAIS;CAMBRAI;01/02/2003;;;;F;;NORD;
5934501;Musée de la Mine, Centre Historique Minier;2010;NORD-PAS-DE-CALAIS;LEWARDE;01/02/2003;135152;13030;148182;;;NORD;
5937501;Musée d'Histoire Locale de Marchiennes;2010;NORD-PAS-DE-CALAIS;MARCHIENNES;01/02/2003;285;599;884;;;NORD;
6204102;Musée des Beaux-Arts;2010;NORD-PAS-DE-CALAIS;ARRAS;06/01/2002;10304;22169;32473;;;PAS-DE-CALAIS;
6216004;Muséum d'Histoire Naturelle;2010;NORD-PAS-DE-CALAIS;BOULOGNE-SUR-MER;01/02/2003;;;;F;;PAS-DE-CALAIS;
6219301;Musée des Beaux-Arts et de la Dentelle;2010;NORD-PAS-DE-CALAIS;CALAIS;01/02/2003;4882;6542;11424;;;PAS-DE-CALAIS;
6258801;Musée d'Art et d'Histoire Roger Rodière;2010;NORD-PAS-DE-CALAIS;MONTREUIL-SUR-MER;01/02/2003;3161;4443;7604;;;PAS-DE-CALAIS;
6276701;Musée Municipal Bruno Danvin;2010;NORD-PAS-DE-CALAIS;SAINT-POL-SUR-TERNOISE;01/02/2003;0;3659;3659;;;PAS-DE-CALAIS;
1402101;Musée du Débarquement;2010;BASSE-NORMANDIE;ARROMANCHES;01/02/2003;318297;11260;329557;;;CALVADOS;
1411805;Musée de la Société des Antiquaires;2010;BASSE-NORMANDIE;CAEN;01/02/2003;;;;F;;CALVADOS;
1436601;Musée d'Art et d'Histoire de Lisieux;2010;BASSE-NORMANDIE;LISIEUX;01/02/2003;2332;1802;4134;;;CALVADOS;
1475401;Musée Paléontologique;2010;BASSE-NORMANDIE;VILLERS-SUR-MER;01/02/2003;0;36289;36289;;;CALVADOS;
5011001;Musée de l'Abbaye;2010;BASSE-NORMANDIE;CERISY-LA-FORET;01/02/2003;6213;0;6213;;;MANCHE;
5021802;Musée du Vieux Granville;2010;BASSE-NORMANDIE;GRANVILLE;01/02/2003;5455;8381;13836;;;MANCHE;
5055101;Musée Barbey d'Aurevilly;2010;BASSE-NORMANDIE;SAINT-SAUVEUR-LE-VICOMTE;01/02/2003;1017;287;1304;;;MANCHE;
6116901;Musée du Château de Flers;2010;BASSE-NORMANDIE;FLERS;11/11/2002;0;8763;8763;;;ORNE;
2701601;Musée Municipal Nicolas Poussin;2010;HAUTE-NORMANDIE;LES ANDELYS;01/02/2003;923;1815;2738;;;EURE;
2737501;Musée Municipal;2010;HAUTE-NORMANDIE;LOUVIERS;01/02/2003;209;9536;9745;;;EURE;
7621701;Château-Musée de Dieppe;2010;HAUTE-NORMANDIE;DIEPPE;25/05/2002;57825;3318;61143;;;SEINE-MARITIME;
7635105;La Maison de l'Armateur;2010;HAUTE-NORMANDIE;LE HAVRE;01/02/2003;6629;6686;13315;;;SEINE-MARITIME;
7638401;Juliobona, Musée Gallo-Romain de Lillebonne;2010;HAUTE-NORMANDIE;LILLEBONNE;01/02/2003;480;1242;1722;;;SEINE-MARITIME;
7647301;Ecomusée de la Basse-Seine;2010;HAUTE-NORMANDIE;NOTRE-DAME-DE-BLIQUETUIT;01/02/2003;21727;4849;26576;;;SEINE-MARITIME;
7654004;Musée des Antiquités de la Seine-Maritime;2010;HAUTE-NORMANDIE;ROUEN;01/02/2003;2553;25013;27566;;;SEINE-MARITIME;
7654010;Musée de la Céramique;2010;HAUTE-NORMANDIE;ROUEN;06/01/2002;12516;10122;22638;;;SEINE-MARITIME;
7654005;Musée des Beaux-Arts;2010;HAUTE-NORMANDIE;ROUEN;06/01/2002;167913;130121;298034;;;SEINE-MARITIME;
4402101;Musée du Pays de Retz;2010;PAYS DE LA LOIRE;BOURGNEUF-EN-RETZ;01/02/2003;5088;698;5786;;;LOIRE-ATLANTIQUE;
4406901;Musée du Pays de Guérande et de la Porte Saint Michel;2010;PAYS DE LA LOIRE;GUERANDE;01/02/2003;14219;6324;20543;;;LOIRE-ATLANTIQUE;
4410907;Musée  Départemental Dobrée;2010;PAYS DE LA LOIRE;NANTES;01/09/2002;3272;22779;26051;;;LOIRE-ATLANTIQUE;
4418401;Ecomusée de Saint-Nazaire;2010;PAYS DE LA LOIRE;SAINT-NAZAIRE;01/02/2003;7901;16780;24681;;;LOIRE-ATLANTIQUE;
5300301;Musée des Tisserands Mayennais;2010;PAYS DE LA LOIRE;AMBRIERES-LES-VALLEES;01/02/2003;650;150;800;;;MAYENNE;
5309601;Musée Municipal;2010;PAYS DE LA LOIRE;ERNEE;01/02/2003;;;;NC;;MAYENNE;
7218101;Musée de Tessé;2010;PAYS DE LA LOIRE;LE MANS;06/01/2002;16528;11958;28486;;;SARTHE;
7226901;Bibliothèque-musée;2010;PAYS DE LA LOIRE;SAINT-CALAIS;01/02/2003;0;953;953;;;SARTHE;
8510601;Musée des Traditions de l'Île;2010;PAYS DE LA LOIRE;LA GUERINIERE;01/02/2003;4803;636;5439;;;VENDEE;
8504601;Musée ornithologique Charles-Payraudeau;2010;PAYS DE LA LOIRE;LA-CHAIZE-LE-VICOMTE;01/02/2003;0;1088;1088;;;VENDEE;
8519401;Musée de l'Abbaye de Sainte-Croix;2010;PAYS DE LA LOIRE;LES SABLES D'OLONNE;01/02/2003;3208;11910;15118;;;VENDEE;
8522601;Musée La Bourrine du Bois-Juquaud;2010;PAYS DE LA LOIRE;SAINT-HILAIRE-DE-RIEZ;28/07/2004;11794;7672;19466;;;VENDEE;
8528401;Musée Milcendeau Jean-Yole;2010;PAYS DE LA LOIRE;SOULLANS;12/12/2002;1632;2377;4009;;;VENDEE;
0240802;Musée d'Art et d'Archéologie;2010;PICARDIE;LAON;01/02/2003;1123;6504;7627;;;AISNE;
0257401;Musée Monseigneur Pigneau de Behaine;2010;PICARDIE;ORIGNY-EN-THIERACHE;01/02/2003;;;;F;;AISNE;
0278901;Musée de La Thiérache;2010;PICARDIE;VERVINS;01/02/2003;0;1856;1856;;;AISNE;
0281001;Musée Alexandre Dumas;2010;PICARDIE;VILLERS COTTERETS;01/02/2003;1256;1007;2263;;;AISNE;
6015903;Musée national de la Voiture et du Tourisme (Annexe du musée National du Château de Compiègne);2010;PICARDIE;COMPIEGNE;06/01/2002;;;;;;OISE;"6015903 ; 6015901"
6047103;Musée Jean Calvin;2010;PICARDIE;NOYON;01/02/2003;2832;893;3725;;;OISE;
6047101;Musée du Noyonnais;2010;PICARDIE;NOYON;01/02/2003;1324;1295;2619;;;OISE;
6061202;Musée d'Art et d'Archéologie;2010;PICARDIE;SENLIS;01/02/2003;;;;F;;OISE;
8002102;Musée de l'Hôtel de Berny;2010;PICARDIE;AMIENS;01/02/2003;;;;F;;SOMME;
1601504;Cité International de la Bande Dessinée et de l'Image - Musée de la Bande Dessinée;2010;POITOU-CHARENTES;ANGOULEME;01/02/2003;12341;38803;51144;;;CHARENTE;
1610201;Musée Municipal de Cognac;2010;POITOU-CHARENTES;COGNAC;01/02/2003;1803;9697;11500;;;CHARENTE;
1715301;Musée de la Mytiliculture;2010;POITOU-CHARENTES;ESNANDES;01/02/2003;3316;371;3687;;;CHARENTE-MARITIME;
1730002;Musée du Nouveau Monde;2010;POITOU-CHARENTES;LA ROCHELLE;26/05/2002;4329;9435;13764;;;CHARENTE-MARITIME;
1730003;Musée des Beaux-Arts;2010;POITOU-CHARENTES;LA ROCHELLE;26/05/2002;2025;7439;9464;;;CHARENTE-MARITIME;
1729903;Hôtel Hèbre de Saint-Clément - Musée d'Art et d'Histoire;2010;POITOU-CHARENTES;ROCHEFORT;28/03/2002;3352;18743;22095;;;CHARENTE-MARITIME;
7904201;Musée des Tumulus de Bougon;2010;POITOU-CHARENTES;BOUGON;01/02/2003;15538;6022;21560;;;DEUX-SEVRES;
7919102;Musée d'Histoire Naturelle;2010;POITOU-CHARENTES;NIORT;01/02/2003;;;;F;;DEUX-SEVRES;
8606602;Musée Municipal de l'Hôtel de Sully;2010;POITOU-CHARENTES;CHATELLERAULT;01/02/2003;;;;F;;VIENNE;
0401901;Musée de la vallée;2010;PROVENCE-ALPES-CÔTE D'AZUR;BARCELONNETTE;01/02/2003;11646;2404;14050;;;ALPES DE HAUTE PROVENCE;
0420901;Musée du Vieux Sisteron;2010;PROVENCE-ALPES-CÔTE D'AZUR;SISTERON;01/02/2003;0;440;440;;;ALPES DE HAUTE PROVENCE;
0600402;Musée d'Histoire et d'Archéologie;2010;PROVENCE-ALPES-CÔTE D'AZUR;ANTIBES;01/02/2003;2683;3149;5832;;;ALPES-MARITIMES;
0602901;Musée de la Castre;2010;PROVENCE-ALPES-CÔTE D'AZUR;CANNES;01/02/2003;14785;17994;32779;;;ALPES-MARITIMES;
0606903;Musée International de la Parfumerie;2010;PROVENCE-ALPES-CÔTE D'AZUR;GRASSE;01/02/2003;52710;27281;79991;;;ALPES-MARITIMES;
0608305;Musée des Beaux-Arts;2010;PROVENCE-ALPES-CÔTE D'AZUR;MENTON;01/02/2003;0;12806;12806;;;ALPES-MARITIMES;
0608304;Musée Jean Cocteau Collection Séverin Wunderman;2010;PROVENCE-ALPES-CÔTE D'AZUR;MENTON;01/02/2003;10226;5400;15626;;;ALPES-MARITIMES;
0608303;Musée de Préhistoire Régionale;2010;PROVENCE-ALPES-CÔTE D'AZUR;MENTON;01/02/2003;0;7967;7967;;;ALPES-MARITIMES;
0608806;Muséum d'Histoire Naturelle;2010;PROVENCE-ALPES-CÔTE D'AZUR;NICE;01/02/2003;0;35966;35966;;;ALPES-MARITIMES;
0608804;Musée d'Art Naïf Anatole Jakovsky;2010;PROVENCE-ALPES-CÔTE D'AZUR;NICE;01/02/2003;0;21327;21327;;;ALPES-MARITIMES;
0608809;Musée du Vieux-Logis de Nice;2010;PROVENCE-ALPES-CÔTE D'AZUR;NICE;01/02/2003;0;265;265;;;ALPES-MARITIMES;
0608808;Musée du Palais Lascaris;2010;PROVENCE-ALPES-CÔTE D'AZUR;NICE;01/02/2003;368;85759;86127;;;ALPES-MARITIMES;
0615502;Musée Picasso la guerre et la paix à Vallauris;2010;PROVENCE-ALPES-CÔTE D'AZUR;VALLAURIS;06/01/2002;14597;8565;23162;;;ALPES-MARITIMES;"0615502 ; 0615501"
1300104;Musée Granet;2010;PROVENCE-ALPES-CÔTE D'AZUR;AIX-EN-PROVENCE;01/02/2003;75975;58025;134000;;;BOUCHES DU RHONE;
1304701;Musée Archéologique d'Istres René Beaucaire;2010;PROVENCE-ALPES-CÔTE D'AZUR;ISTRES;01/02/2003;0;5592;5592;;;BOUCHES DU RHONE;
1305001;Musée Folklorique du Vieux Lambesc;2010;PROVENCE-ALPES-CÔTE D'AZUR;LAMBESC;01/02/2003;0;3332;3332;;;BOUCHES DU RHONE;
1301103;Musée d'Histoire et d'Archéologie des Baux-de-Provence;2010;PROVENCE-ALPES-CÔTE D'AZUR;LES BAUX DE PROVENCE;01/02/2003;213233;28225;241458;;;BOUCHES DU RHONE;
1320402;Muséum d'Histoire Naturelle;2010;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;06/01/2002;13959;48934;62893;;;BOUCHES DU RHONE;
1320101;Musée Grobet-Labadié;2010;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;01/02/2003;2059;5965;8024;;;BOUCHES DU RHONE;
1305503;Musée Borély;2010;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;01/02/2003;;;;F;;BOUCHES DU RHONE;
1310002;Musée Estrine - Présence Van Gogh;2010;PROVENCE-ALPES-CÔTE D'AZUR;SAINT-REMY-DE-PROVENCE;15/03/2007;9399;5851;15250;;;BOUCHES DU RHONE;
8302301;Musée du Pays Brignolais;2010;PROVENCE-ALPES-CÔTE D'AZUR;BRIGNOLES;01/02/2003;1892;2042;3934;;;VAR;
8305003;Musée des A.T.P. de Moyenne Provence;2010;PROVENCE-ALPES-CÔTE D'AZUR;DRAGUIGNAN;01/02/2003;3094;7986;11080;;;VAR;
8306901;Musée Municipal;2010;PROVENCE-ALPES-CÔTE D'AZUR;HYERES;01/02/2003;0;44968;44968;;;VAR;
8311801;Musée Archéologique;2010;PROVENCE-ALPES-CÔTE D'AZUR;SAINT-RAPHAËL;01/02/2003;0;17854;17854;;;VAR;
8412301;Musée Municipal;2010;PROVENCE-ALPES-CÔTE D'AZUR;SAULT;01/02/2003;0;1678;1678;;;VAUCLUSE;
8413801;Musée Départemental du Cartonnage et de l'Imprimerie;2010;PROVENCE-ALPES-CÔTE D'AZUR;VALREAS;01/02/2003;2671;2034;4705;;;VAUCLUSE;
0106401;Musée de la Société d'Histoire et d'Archéologie;2010;RHONE-ALPES;BRIORD;01/02/2003;44;264;308;;;AIN;
0140701;Musée du Bois;2010;RHONE-ALPES;SEYSSEL;01/02/2003;;;;F;;AIN;
0113701;Musée Départemental du Revermont;2010;RHONE-ALPES;VAL-REVERMONT;01/02/2003;3792;6873;10665;;;AIN;
0144301;Musée de la Dombes;2010;RHONE-ALPES;VILLARS DE LA DOMBES;01/02/2003;;;;F;;AIN;
2636401;Musée du site Préhistorique;2010;RHONE-ALPES;VASSIEUX-EN-VERCORS;01/02/2003;13939;0;13939;;;DRÔME;
7401001;Musée-château d'Annecy;2010;RHONE-ALPES;ANNECY;01/02/2003;50443;44262;94705;;;HAUTE-SAVOIE;
7415201;Musée Léon Marès;2010;RHONE-ALPES;LOVAGNY;01/02/2003;17540;2680;20220;;;HAUTE-SAVOIE;
7428001;Musée des Vallées de Thônes;2010;RHONE-ALPES;THONES;01/02/2003;834;938;1772;;;HAUTE-SAVOIE;
3800601;Musée Jadis Allevard;2010;RHONE-ALPES;ALLEVARD-LES-BAINS;20/12/2005;834;4492;5326;;;ISERE;
3805301;Musée de Bourgoin-Jallieu;2010;RHONE-ALPES;BOURGOIN-JALLIEU;01/02/2003;2609;8297;10906;;;ISERE;
3818503;Muséum d'Histoire Naturelle de Grenoble;2010;RHONE-ALPES;GRENOBLE;06/01/2002;19720;67717;87437;;;ISERE;
3800501;Conservatoire - Musée des Industries Hydroélectriques;2010;RHONE-ALPES;VAUJANY;01/02/2003;85;9409;9494;;;ISERE;
3854402;Musée Lapidaire Saint-Pierre;2010;RHONE-ALPES;VIENNE;01/02/2003;2701;4091;6792;;;ISERE;
3854403;Musée des Beaux-Arts et d'Archéologie;2010;RHONE-ALPES;VIENNE;01/02/2003;1113;3212;4325;;;ISERE;
3856201;Musée Départemental de la Révolution Française;2010;RHONE-ALPES;VIZILLE;01/02/2003;5000;49584;54584;;;ISERE;
4210601;Musée Historial;2010;RHONE-ALPES;GREZOLLES;01/02/2003;;;;F;;LOIRE;
4231801;Musée Rural;2010;RHONE-ALPES;USSON-EN-FOREZ;01/02/2003;5260;939;6199;;;LOIRE;
6938502;Lugdunum - Musée et Théâtres Romains;2010;RHONE-ALPES;LYON;01/02/2003;24087;65210;89297;;;RHÔNE;
6938602;Muséum d'Histoire Naturelle;2010;RHONE-ALPES;LYON;01/02/2003;0;93070;93070;;;RHÔNE;"6938602 ; 6938604"
7300601;Musée archéologique et minéralogique Pierre Borrione;2010;RHONE-ALPES;AIME-EN-TARENTAISE;01/02/2003;684;438;1122;;;SAVOIE;
7300801;Musée du docteur Faure;2010;RHONE-ALPES;AIX-LES-BAINS;01/02/2003;5931;5878;11809;;;SAVOIE;
7306503;Musée des Charmettes;2010;RHONE-ALPES;CHAMBERY;06/01/2002;0;14037;14037;;;SAVOIE;
7318101;Musée de l'Académie de La Val d'Isère;2010;RHONE-ALPES;MOÛTIERS;01/02/2003;300;352;652;;;SAVOIE;
6748209;Musée d'Art Moderne et Contemporain de Strasbourg;2011;ALSACE;STRASBOURG;01/02/2003;31746;94035;125781;;;BAS-RHIN;
6748203;Musée des Beaux-Arts;2011;ALSACE;STRASBOURG;01/02/2003;11719;39433;51152;;;BAS-RHIN;
6748205;Cabinet des Estampes et des Dessins;2011;ALSACE;STRASBOURG;01/02/2003;0;9851;9851;;;BAS-RHIN;
6748213;Musée Tomi Ungerer;2011;ALSACE;STRASBOURG;18/04/2008;18460;33403;51863;;;BAS-RHIN;
6754401;Musée Westercamp;2011;ALSACE;WISSEMBOURG;01/02/2003;;;;F;;BAS-RHIN;
6800401;Musée Sundgauvien d'Altkirch;2011;ALSACE;ALTKIRCH;01/02/2003;1964;976;2940;;;HAUT-RHIN;
6822408;Musée Historique;2011;ALSACE;MULHOUSE;01/02/2003;0;33705;33705;;;HAUT-RHIN;
6822403;Musée National de l'Automobile - Collection Schlumpf;2011;ALSACE;MULHOUSE;01/02/2003;150491;22045;172536;;;HAUT-RHIN;
6822402;Musée de l'Impression sur Etoffes;2011;ALSACE;MULHOUSE;01/02/2003;17800;12254;30054;;;HAUT-RHIN;
6827702;Musée du Dolder;2011;ALSACE;RIQUEWIHR;01/02/2003;2129;346;2475;;;HAUT-RHIN;
2403701;Musée du Tabac;2011;AQUITAINE;BERGERAC;01/02/2003;1703;1683;3386;;;DORDOGNE;
2405501;Château de Bourdeilles;2011;AQUITAINE;BOURDEILLES;01/02/2003;24044;0;24044;;;DORDOGNE;
2452001;Musée-Aquarium;2011;AQUITAINE;CREYSSE;01/02/2003;;;;F;;DORDOGNE;
2415201;Musée Paul Reclus;2011;AQUITAINE;DOMME;01/02/2003;198;13241;13439;;;DORDOGNE;
3306309;Centre National Jean Moulin;2011;AQUITAINE;BORDEAUX;01/02/2003;0;23378;23378;;;GIRONDE;
3339401;Musée d'Histoire et d'Archéologique;2011;AQUITAINE;SAINT-EMILION;01/02/2003;;;;F;;GIRONDE;
4715701;Musée Municipal Albert Marzelles;2011;AQUITAINE;MARMANDE;01/02/2003;0;4771;4771;;;LOT ET GARONNE;
6410202;Musée Bonnat-Helleu - Musée des Beaux-Arts de Bayonne;2011;AQUITAINE;BAYONNE;01/02/2003;1766;2066;3832;;;PYRÉNÉES ATLANTIQUES;
6444504;Musée Béarnais;2011;AQUITAINE;PAU;01/02/2003;;;;F;;PYRÉNÉES ATLANTIQUES;
4311701;Musée des Arts et Traditions Populaires de Haute Loire;2011;AUVERGNE;LAVAUDIEU;01/02/2003;9831;663;10494;;;HAUTE-LOIRE;
6343001;Musée Municipal de la Coutellerie;2011;AUVERGNE;THIERS;01/02/2003;21736;5146;26882;;;PUY DE DÔME;
2123106;Musée de la Vie Bourguignonne, Perrin de Puycousin;2011;BOURGOGNE;DIJON;01/02/2003;0;41744;41744;;;CÔTE D’OR;
2123107;Musée d'Art Sacré;2011;BOURGOGNE;DIJON;01/02/2003;;;;F;;CÔTE D’OR;
5819402;Musée de la Faïence et des Beaux-Arts;2011;BOURGOGNE;NEVERS;01/02/2003;;;;F;;NIÈVRE;
5822701;Musée du Grès de Puisaye;2011;BOURGOGNE;SAINT-AMAND-EN-PUISAYE;01/02/2003;2604;298;2902;;;NIÈVRE;
5830401;Musée Auguste Grasset;2011;BOURGOGNE;VARZY;01/02/2003;1915;1373;3288;;;NIÈVRE;
7101402;Musée Rolin;2011;BOURGOGNE;AUTUN;01/02/2003;13743;7867;21610;;;SAONE ET LOIRE;
7134202;Musée Municipal;2011;BOURGOGNE;PARAY-LE-MONIAL;01/02/2003;;;;F;;SAONE ET LOIRE;
7127201;Musée Départemental du Compagnonnage;2011;BOURGOGNE;ROMANECHE-THORINS;01/02/2003;2025;1519;3544;;;SAONE ET LOIRE;
8902403;Musée Leblanc-Duvernois;2011;BOURGOGNE;AUXERRE;01/02/2003;0;1068;1068;;;YONNE;
8902501;Musée de l'Avallonnais Jean Després;2011;BOURGOGNE;AVALLON;01/02/2003;0;4439;4439;;;YONNE;
8941801;Musée Municipal de Tonnerre;2011;BOURGOGNE;TONNERRE;01/02/2003;;;;F;;YONNE;
2901901;Musée des Beaux-Arts de Brest;2011;BRETAGNE;BREST;01/02/2003;3770;15409;19179;;;FINISTERE;
2903901;Musée de la Pêche;2011;BRETAGNE;CONCARNEAU;01/02/2003;25125;4058;29183;;;FINISTERE;
2915101;Musée de Morlaix;2011;BRETAGNE;MORLAIX;01/02/2003;9470;9271;18741;;;FINISTERE;
2915502;Musée des Phares et Balises;2011;BRETAGNE;OUESSANT;01/02/2003;13142;2254;15396;;;FINISTERE;
2928901;Musée de l'Ecole Rurale en Bretagne;2011;BRETAGNE;TREGARVAN;01/02/2003;9676;2138;11814;;;FINISTERE;
3523802;Musée des Beaux-Arts;2011;BRETAGNE;RENNES;06/01/2002;16531;48750;65281;;;ILE ET VILAINE;
3523801;Musée de Bretagne;2011;BRETAGNE;RENNES;01/02/2003;27834;17005;44839;;;ILE ET VILAINE;
3536003;Musée des Rochers-Sévigné;2011;BRETAGNE;VITRE;01/02/2003;3524;4681;8205;;;ILE ET VILAINE;
3536001;Musée Saint-Nicolas;2011;BRETAGNE;VITRE;01/02/2003;140;1423;1563;;;ILE ET VILAINE;
5603401;Musée de Préhistoire J. Miln- Z. Le-Rouzic;2011;BRETAGNE;CARNAC;01/02/2003;27488;6279;33767;;;MORBIHAN;
5626003;La Cohue, Musée des Beaux-Arts de vannes;2011;BRETAGNE;VANNES;01/02/2003;7615;9272;16887;;;MORBIHAN;
1803302;Musée des Arts Décoratifs;2011;CENTRE;BOURGES;01/02/2003;0;22307;22307;;;CHER;
1803306;Musée des Meilleurs Ouvriers de France;2011;CENTRE;BOURGES;01/02/2003;0;22583;22583;;;CHER;
1819701;Musée Saint-Vic;2011;CENTRE;SAINT-AMAND-MONTROND;01/02/2003;0;4050;4050;;;CHER;
